,shipment_id,send_timestamp,pick_up_point,drop_off_point,source_country,destination_country,freight_cost,gross_weight,shipment_charges,shipment_mode,shipping_company,selected,shipping_time
739,S184716,2019-05-13 11:25:28,A,Y,GB,IN,91.19,2008,1.05,Air,SC2,Y,5.02118
740,S184737,2019-11-30 13:21:15,A,Y,GB,IN,92.49,327,0.75,Air,SC3,Y,5.29005
741,S185703,2019-02-21 20:33:47,A,Y,GB,IN,92.31,100,1.05,Air,SC2,Y,5.03009
742,S185724,2019-07-08 09:03:27,A,Y,GB,IN,85.6,125,1.05,Air,SC2,Y,5.24028
743,S185736,2019-10-13 11:24:11,A,Y,GB,IN,89.86,605,0.75,Air,SC3,Y,5.03843
744,S185739,2020-04-27 10:42:47,A,Y,GB,IN,94.29,100,0.75,Air,SC3,Y,5.21562
745,S186703,2019-02-21 21:48:32,A,Y,GB,IN,92.6,1086,0.9,Ocean,SC1,Y,14.08704
746,S186719,2019-06-03 12:11:17,A,Y,GB,IN,86.75,470,0.75,Air,SC3,Y,5.37569
747,S186736,2019-10-13 11:27:22,A,Y,GB,IN,89.65,305,0.9,Ocean,SC1,Y,19.77338
748,S186738,2020-01-20 09:43:10,A,Y,GB,IN,91.41,165,0.9,Ocean,SC1,Y,9.04977
749,S187717,2019-05-20 12:03:36,A,Y,GB,IN,87.95,1000,0.9,Ocean,SC1,Y,30.025
750,S187724,2019-07-08 09:05:13,A,Y,GB,IN,85.6,1500,0.9,Ocean,SC1,Y,18.78623
751,S187737,2019-11-30 15:33:27,A,Y,GB,IN,92.45,199.7,1.05,Air,SC2,Y,5.14352
752,S187738,2020-01-20 10:54:20,A,Y,GB,IN,91.85,55,0.9,Ocean,SC1,Y,29.54398
753,S187739,2020-04-27 12:27:54,A,Y,GB,IN,94.47,216.16,0.75,Air,SC3,Y,5.4125
754,S188703,2019-02-22 01:04:13,A,Y,GB,IN,92.94,1006,1.05,Air,SC2,Y,5.00961
755,S188704,2019-02-27 14:53:09,A,Y,GB,IN,94.45,2008,0.9,Ocean,SC1,Y,31.20243
756,S188718,2019-05-28 14:26:08,A,Y,GB,IN,87.88,119,0.75,Air,SC3,Y,5.39676
757,S188727,2019-07-29 10:50:28,A,Y,GB,IN,84.81,936,1.05,Air,SC2,Y,5.08206
758,S188736,2019-10-13 15:52:53,A,Y,GB,IN,89.65,575,1.05,Air,SC2,Y,5.03935
759,S188737,2019-11-30 17:30:54,A,Y,GB,IN,92.86,168,0.75,Air,SC3,Y,5.4
760,S188738,2020-01-20 10:56:50,A,Y,GB,IN,91.74,60,1.05,Air,SC2,Y,5.41782
761,S188739,2020-04-27 14:41:32,A,Y,GB,IN,94.69,218.5,0.75,Air,SC3,Y,5.05579
762,S189736,2019-10-13 19:22:43,A,Y,GB,IN,89.65,150,0.9,Ocean,SC1,Y,13.07442
763,S189737,2019-11-30 18:59:09,A,Y,GB,IN,92.48,222,0.75,Air,SC3,Y,5.08727
764,S189739,2020-04-27 14:43:50,A,Y,GB,IN,94.69,118.5,1.05,Air,SC2,Y,5.17199
765,S190703,2019-02-22 08:28:10,A,Y,GB,IN,92.15,110,0.75,Air,SC3,Y,5.29861
766,S190708,2019-03-24 16:53:20,A,Y,GB,IN,90.65,116,0.9,Ocean,SC1,Y,32.03704
767,S190727,2019-07-29 10:52:44,A,Y,GB,IN,84.67,1061,0.75,Air,SC3,Y,5.37269
768,S190739,2020-04-27 14:45:45,A,Y,GB,IN,94.1,103.5,0.75,Air,SC3,Y,5.31458
769,S191708,2019-03-25 08:20:43,A,Y,GB,IN,90.31,550,0.75,Air,SC3,Y,5.1713
770,S191724,2019-07-08 09:21:35,A,Y,GB,IN,85.65,335,0.75,Air,SC3,Y,5.27569
771,S191737,2019-11-30 19:23:36,A,Y,GB,IN,92.63,555,0.75,Air,SC3,Y,5.02523
772,S191738,2020-01-20 14:25:22,A,Y,GB,IN,91.78,165,0.75,Air,SC3,Y,5.3206
773,S191739,2020-04-27 14:46:26,A,Y,GB,IN,94.2,118.5,0.75,Air,SC3,Y,5.13056
774,S192710,2019-04-05 16:32:02,A,Y,GB,IN,89.87,112,0.75,Air,SC3,Y,5.2015
775,S192725,2019-07-13 21:20:18,A,Y,GB,IN,85.85,405,0.9,Ocean,SC1,Y,13.89097
776,S192729,2019-08-08 11:24:19,A,Y,GB,IN,85.77046536,1500,1.05,Air,SC2,Y,5.09676
777,S192736,2019-10-13 20:55:37,A,Y,GB,IN,89.86,505,0.75,Air,SC3,Y,5.30556
778,S192737,2019-12-01 03:14:08,A,Y,GB,IN,92.27,220,0.75,Air,SC3,Y,5.23808
779,S192738,2020-01-20 15:43:29,A,Y,GB,IN,91.9,205,0.9,Ocean,SC1,Y,31.55197
780,S193718,2019-05-28 14:37:36,A,Y,GB,IN,87.95,96,0.9,Ocean,SC1,Y,11.09444
781,S193719,2019-06-03 12:34:38,A,Y,GB,IN,86.9,375,0.9,Ocean,SC1,Y,30.24051
782,S193725,2019-07-13 22:57:32,A,Y,GB,IN,85.85,40,0.9,Ocean,SC1,Y,24.5662
783,S193727,2019-07-29 10:55:56,A,Y,GB,IN,84.6,615,0.9,Ocean,SC1,Y,9.55509
784,S193736,2019-10-14 06:57:27,A,Y,GB,IN,89.28,1000,0.75,Air,SC3,Y,5.00625
785,S193737,2019-12-01 08:43:49,A,Y,GB,IN,92.45,1200,0.9,Ocean,SC1,Y,18.63762
786,S193738,2020-01-20 17:10:06,A,Y,GB,IN,91.91,555,0.9,Ocean,SC1,Y,22.15347
787,S193739,2020-04-27 23:25:19,A,Y,GB,IN,94.46,560,0.75,Air,SC3,Y,5.41331
788,S194709,2019-03-30 16:43:07,A,Y,GB,IN,89.52,105,0.75,Air,SC3,Y,5.06493
789,S194719,2019-06-03 12:36:43,A,Y,GB,IN,86.75,231.33,0.9,Ocean,SC1,Y,20.25498
790,S194725,2019-07-14 08:25:18,A,Y,GB,IN,85.55,10,0.75,Air,SC3,Y,5.1309
791,S194736,2019-10-14 07:15:06,A,Y,GB,IN,89.5739,205,1.05,Air,SC2,Y,5.11377
792,S194738,2020-01-20 17:23:24,A,Y,GB,IN,91.9,555,1.05,Air,SC2,Y,5.40961
793,S195733,2019-09-03 09:25:06,A,Y,GB,IN,86.83,600,0.75,Air,SC3,Y,5.23542
794,S195738,2020-01-20 17:59:57,A,Y,GB,IN,91.9,115,0.9,Ocean,SC1,Y,32.49965
795,S195739,2020-04-28 16:54:15,A,Y,GB,IN,94.66,200,0.75,Air,SC3,Y,5.11065
796,S196719,2019-06-03 12:41:34,A,Y,GB,IN,86.46,173.5,0.9,Ocean,SC1,Y,10.28866
797,S196737,2019-12-01 10:51:49,A,Y,GB,IN,92.99,655,1.05,Air,SC2,Y,5.39005
798,S196738,2020-01-20 19:16:26,A,Y,GB,IN,91.9,27,0.9,Ocean,SC1,Y,23.03079
799,S196739,2020-04-28 18:02:41,A,Y,GB,IN,94.98,205,1.05,Air,SC2,Y,5.17176
800,S197702,2019-02-15 10:40:52,A,Y,GB,IN,90.9635,565,0.9,Ocean,SC1,Y,29.45046
801,S197708,2019-03-25 09:43:55,A,Y,GB,IN,89.96,150,0.9,Ocean,SC1,Y,9.05498
802,S197719,2019-06-03 12:44:04,A,Y,GB,IN,86.9,355,0.9,Ocean,SC1,Y,30.30602
803,S197724,2019-07-08 09:36:48,A,Y,GB,IN,85.6,200.1,0.9,Ocean,SC1,Y,19.00556
804,S197733,2019-09-03 09:36:14,A,Y,GB,IN,85.61,350,0.9,Ocean,SC1,Y,9.00162
805,S197737,2019-12-01 11:38:39,A,Y,GB,IN,93,320,0.75,Air,SC3,Y,5.31794
806,S197738,2020-01-20 21:05:11,A,Y,GB,IN,91.9,255,0.9,Ocean,SC1,Y,13.786
807,S197739,2020-04-28 23:50:44,A,Y,GB,IN,94.87,183.5,0.75,Air,SC3,Y,5.04167
808,S198736,2019-10-14 09:22:36,A,Y,GB,IN,88.85,570,1.05,Air,SC2,Y,5.21366
809,S198739,2020-04-29 07:38:02,A,Y,GB,IN,92.9528,350,1.05,Air,SC2,Y,5.4228
810,S199738,2020-01-20 22:55:47,A,Y,GB,IN,91.77105383,77,1.05,Air,SC2,Y,5.09676
811,S199739,2020-04-30 09:52:19,A,Y,GB,IN,93.35,405,1.05,Air,SC2,Y,5.20081
812,S200727,2019-07-29 11:12:54,A,Y,GB,IN,84.5383,660,0.9,Ocean,SC1,Y,9.67292
813,S200736,2019-10-14 09:48:29,A,Y,GB,IN,88.85,235,0.9,Ocean,SC1,Y,29.08669
814,S200738,2020-01-21 07:15:34,A,Y,GB,IN,91.9519,505,1.05,Air,SC2,Y,5.10648
815,S200739,2020-04-30 09:58:04,A,Y,GB,IN,93.14,105,0.75,Air,SC3,Y,5.27812
816,S201712,2019-04-18 10:35:29,A,Y,GB,IN,90.52,120,0.9,Ocean,SC1,Y,9.41308
817,S201739,2020-04-30 10:27:16,A,Y,GB,IN,93.46,203.5,0.75,Air,SC3,Y,5.18935
818,S202736,2019-10-14 09:58:00,A,Y,GB,IN,88.9128,568,0.9,Ocean,SC1,Y,29.15278
819,S202737,2019-12-01 16:36:25,A,Y,GB,IN,92.45,555,0.9,Ocean,SC1,Y,21.91956
820,S202738,2020-01-21 10:09:50,A,Y,GB,IN,92.76,81,1.05,Air,SC2,Y,5.26123
821,S203716,2019-05-13 12:00:39,A,Y,GB,IN,91.3104,208,0.9,Ocean,SC1,Y,10.00451
822,S203737,2019-12-01 17:13:19,A,Y,GB,IN,92.73,37.5,0.75,Air,SC3,Y,5.08611
823,S203738,2020-01-21 10:27:23,A,Y,GB,IN,92.21,876,0.75,Air,SC3,Y,5.24306
824,S203739,2020-04-30 11:52:49,A,Y,GB,IN,92.7245,54,0.9,Ocean,SC1,Y,9.95012
825,S204710,2019-04-05 20:11:53,A,Y,GB,IN,89.75,1011,0.9,Ocean,SC1,Y,23.41586
826,S204736,2019-10-14 10:02:48,A,Y,GB,IN,88.9128,230,0.9,Ocean,SC1,Y,9.18611
827,S204737,2019-12-01 18:18:43,A,Y,GB,IN,92.65,550,1.05,Air,SC2,Y,5.3184
828,S204739,2020-04-30 14:18:18,A,Y,GB,IN,92.75,50,0.75,Air,SC3,Y,5.06759
829,S205710,2019-04-05 20:13:19,A,Y,GB,IN,89.9,1011,0.75,Air,SC3,Y,5.11273
830,S205713,2019-04-27 11:23:02,A,Y,GB,IN,90.27,172,1.05,Air,SC2,Y,5.03565
831,S205714,2019-05-02 13:36:10,A,Y,GB,IN,89.9654,505,0.9,Ocean,SC1,Y,20.66782
832,S205736,2019-10-14 10:21:02,A,Y,GB,IN,88.5228,580,1.05,Air,SC2,Y,5.18958
833,S205737,2019-12-01 19:02:50,A,Y,GB,IN,92.58,505,0.75,Air,SC3,Y,5.14387
834,S205738,2020-01-21 11:35:44,A,Y,GB,IN,91.96,500,0.9,Ocean,SC1,Y,9.83148
835,S206710,2019-04-05 20:49:59,A,Y,GB,IN,89.75,1010,0.9,Ocean,SC1,Y,33.68044
836,S206716,2019-05-13 12:06:46,A,Y,GB,IN,90.92,230,0.75,Air,SC3,Y,5.02257
837,S206728,2019-08-03 13:56:46,A,Y,GB,IN,84.73,1193.7,0.75,Air,SC3,Y,5.37315
838,S206736,2019-10-14 11:16:38,A,Y,GB,IN,88.9128,850,0.9,Ocean,SC1,Y,29.69884
839,S206737,2019-12-01 19:52:45,A,Y,GB,IN,92.02,76.5,0.75,Air,SC3,Y,5.19826
840,S206739,2020-04-30 16:33:20,A,Y,GB,IN,93.9,58.5,0.9,Ocean,SC1,Y,11.89815
841,S207708,2019-03-25 10:32:03,A,Y,GB,IN,90.4,1006,1.05,Air,SC2,Y,5.41262
842,S207736,2019-10-14 12:15:51,A,Y,GB,IN,88.9128,1808,0.9,Ocean,SC1,Y,10.11007
843,S207737,2019-12-01 19:59:27,A,Y,GB,IN,92.6,109,1.05,Air,SC2,Y,5.02581
844,S207739,2020-04-30 19:20:04,A,Y,GB,IN,93.74,330,0.75,Air,SC3,Y,5.35822
845,S208703,2019-02-22 10:32:03,A,Y,GB,IN,91.91,875,0.9,Ocean,SC1,Y,29.38924
846,S208710,2019-04-06 00:19:25,A,Y,GB,IN,89.8,225,0.75,Air,SC3,Y,5.22963
847,S208717,2019-05-20 13:06:41,A,Y,GB,IN,88.37,288.1,0.75,Air,SC3,Y,5.18021
848,S208719,2019-06-03 13:17:05,A,Y,GB,IN,86.9,125,1.05,Air,SC2,Y,5.23634
849,S208736,2019-10-14 12:21:40,A,Y,GB,IN,89.16,1864,0.75,Air,SC3,Y,5.21192
850,S208739,2020-05-01 04:32:54,A,Y,GB,IN,93.49,200,0.75,Air,SC3,Y,5.3316
851,S209702,2019-02-15 11:17:18,A,Y,GB,IN,90.95,120,0.9,Ocean,SC1,Y,19.70347
852,S209710,2019-04-06 04:58:44,A,Y,GB,IN,89.36,500,0.9,Ocean,SC1,Y,27.07454
853,S209736,2019-10-14 12:32:31,A,Y,GB,IN,89.59,120,0.75,Air,SC3,Y,5.36146
854,S209737,2019-12-01 22:11:02,A,Y,GB,IN,92.45,1056,0.9,Ocean,SC1,Y,14.24329
855,S209738,2020-01-21 11:58:29,A,Y,GB,IN,92.78,280,0.75,Air,SC3,Y,5.22998
856,S209739,2020-05-01 07:48:28,A,Y,GB,IN,93.92,8.5,1.05,Air,SC2,Y,5.11806
857,S210708,2019-03-25 10:36:26,A,Y,GB,IN,90.73020095,1000,0.75,Air,SC3,Y,5.27106
858,S210736,2019-10-14 13:33:51,A,Y,GB,IN,89.55,305,1.05,Air,SC2,Y,5.28021
859,S210737,2019-12-01 23:23:04,A,Y,GB,IN,92.01,210,0.9,Ocean,SC1,Y,14.74352
860,S211722,2019-06-25 05:22:44,A,Y,GB,IN,87.5974,330,0.9,Ocean,SC1,Y,17.2412
861,S211738,2020-01-21 13:46:11,A,Y,GB,IN,92.40914009,1456,0.75,Air,SC3,Y,5.38461
862,S211739,2020-05-01 10:19:52,A,Y,GB,IN,93.55,700,1.05,Air,SC2,Y,5.36042
863,S212709,2019-03-30 20:23:08,A,Y,GB,IN,89.72,451.2,0.75,Air,SC3,Y,5.35799
864,S212718,2019-05-28 15:14:10,A,Y,GB,IN,87.95,55,0.9,Ocean,SC1,Y,21.34838
865,S212722,2019-06-25 06:12:22,A,Y,GB,IN,87.9,295,0.75,Air,SC3,Y,5.11898
866,S212736,2019-10-14 13:53:47,A,Y,GB,IN,89.93,600,0.75,Air,SC3,Y,5.16296
867,S212739,2020-05-01 11:10:34,A,Y,GB,IN,93.74,298.5,0.75,Air,SC3,Y,5.40509
868,S213708,2019-03-25 10:41:50,A,Y,GB,IN,90.4,305,1.05,Air,SC2,Y,5.20694
869,S213709,2019-03-31 00:58:07,A,Y,GB,IN,89.72,605,1.05,Air,SC2,Y,5.336
870,S213719,2019-06-03 13:33:56,A,Y,GB,IN,86.9,2022,0.9,Ocean,SC1,Y,20.65231
871,S213735,2019-09-14 12:36:38,A,Y,GB,IN,88.5,1139.2,0.75,Air,SC3,Y,5.12361
872,S213737,2019-12-02 05:57:13,A,Y,GB,IN,92.4241,25,0.9,Ocean,SC1,Y,17.48067
873,S213738,2020-01-21 15:29:33,A,Y,GB,IN,92.55,222,0.9,Ocean,SC1,Y,11.45521
874,S213739,2020-05-01 11:32:24,A,Y,GB,IN,93.94,100,1.05,Air,SC2,Y,5.01898
875,S214703,2019-02-22 10:51:18,A,Y,GB,IN,92.7,1006,0.75,Air,SC3,Y,5.18194
876,S214709,2019-03-31 06:03:06,A,Y,GB,IN,89.65,605,0.9,Ocean,SC1,Y,7.52153
877,S214737,2019-12-02 06:14:01,A,Y,GB,IN,92.4241,189,1.05,Air,SC2,Y,5.10486
878,S215709,2019-03-31 07:23:55,A,Y,GB,IN,89.65,155,0.9,Ocean,SC1,Y,8.08275
879,S215737,2019-12-02 06:20:20,A,Y,GB,IN,92.4241,185,1.05,Air,SC2,Y,5.38345
880,S215739,2020-05-01 13:43:40,A,Y,GB,IN,93.55,985,1.05,Air,SC2,Y,5.36539
881,S216705,2019-03-03 16:46:52,A,Y,GB,IN,93.83,110,0.75,Air,SC3,Y,5.09282
882,S216709,2019-03-31 08:07:09,A,Y,GB,IN,89.45,120,0.75,Air,SC3,Y,5.35694
883,S216717,2019-05-20 13:36:56,A,Y,GB,IN,87.95,1400,0.9,Ocean,SC1,Y,10.67315
884,S216737,2019-12-02 08:05:04,A,Y,GB,IN,92.4241,1902,0.9,Ocean,SC1,Y,28.36852
885,S216738,2020-01-21 18:50:13,A,Y,GB,IN,92.55,550,1.05,Air,SC2,Y,5.30081
886,S217705,2019-03-03 16:54:55,A,Y,GB,IN,93.89,205,1.05,Air,SC2,Y,5.00394
887,S217709,2019-03-31 08:21:53,A,Y,GB,IN,89.65,305,0.9,Ocean,SC1,Y,18.4853
888,S217710,2019-04-06 09:05:35,A,Y,GB,IN,89.78319228,212,0.75,Air,SC3,Y,5.20625
889,S217711,2019-04-11 18:37:08,A,Y,GB,IN,89.8,565,1.05,Air,SC2,Y,5.41076
890,S217715,2019-05-07 18:22:17,A,Y,GB,IN,90.15,565,1.05,Air,SC2,Y,5.20775
891,S217736,2019-10-14 16:40:56,A,Y,GB,IN,89.45,84,0.9,Ocean,SC1,Y,11.95093
892,S217738,2020-01-21 20:53:40,A,Y,GB,IN,92.3,300,1.05,Air,SC2,Y,5.39039
893,S217739,2020-05-01 15:40:51,A,Y,GB,IN,93.93,273.5,1.05,Air,SC2,Y,5.20683
894,S218709,2019-03-31 10:02:55,A,Y,GB,IN,89.98,229,0.9,Ocean,SC1,Y,9.18692
895,S218711,2019-04-11 22:32:22,A,Y,GB,IN,89.36,250,0.9,Ocean,SC1,Y,14.39144
896,S218720,2019-06-09 14:25:54,A,Y,GB,IN,87.95,100,1.05,Air,SC2,Y,5.31968
897,S218721,2019-06-17 10:56:51,A,Y,GB,IN,87.45,305,0.9,Ocean,SC1,Y,9.56146
898,S218723,2019-07-01 15:41:54,A,Y,GB,IN,86.46,348,0.9,Ocean,SC1,Y,31.54097
899,S218734,2019-09-08 12:11:24,A,Y,GB,IN,87.65,120,0.9,Ocean,SC1,Y,20.07917
900,S218736,2019-10-14 17:43:43,A,Y,GB,IN,89.42,345,0.75,Air,SC3,Y,5.27847
901,S218737,2019-12-02 09:56:15,A,Y,GB,IN,92.92,205,0.75,Air,SC3,Y,5.40162
902,S218738,2020-01-22 11:02:22,A,Y,GB,IN,92.5391,505,0.9,Ocean,SC1,Y,19.59977
903,S218739,2020-05-01 15:43:48,A,Y,GB,IN,93.48,203.5,0.75,Air,SC3,Y,5.31134
904,S219705,2019-03-03 21:22:11,A,Y,GB,IN,93.3,540,0.75,Air,SC3,Y,5.10938
905,S219711,2019-04-12 00:27:17,A,Y,GB,IN,89.8,228,0.75,Air,SC3,Y,5.14583
906,S219715,2019-05-07 20:03:29,A,Y,GB,IN,89.71,100,0.9,Ocean,SC1,Y,13.35752
907,S219733,2019-09-03 10:26:29,A,Y,GB,IN,85.61,350,0.9,Ocean,SC1,Y,19.35058
908,S219736,2019-10-14 18:15:42,A,Y,GB,IN,89.92,1000,0.75,Air,SC3,Y,5.25694
909,S219739,2020-05-01 20:02:02,A,Y,GB,IN,93.83,1507,1.05,Air,SC2,Y,5.04178
910,S220705,2019-03-03 21:28:14,A,Y,GB,IN,93.56,112,0.9,Ocean,SC1,Y,33.94606
911,S220715,2019-05-07 21:15:20,A,Y,GB,IN,90.67,395,0.75,Air,SC3,Y,5.289
912,S220736,2019-10-14 18:24:52,A,Y,GB,IN,89.67,392.1,1.05,Air,SC2,Y,5.31748
913,S220737,2019-12-02 11:19:22,A,Y,GB,IN,92.35,225,0.9,Ocean,SC1,Y,9.71782
914,S220739,2020-05-02 07:09:21,A,Y,GB,IN,93.55,103.5,1.05,Air,SC2,Y,5.12708
915,S221705,2019-03-04 00:12:21,A,Y,GB,IN,93.26,500,0.75,Air,SC3,Y,5.1515
916,S221711,2019-04-12 08:18:55,A,Y,GB,IN,90.65,295,0.75,Air,SC3,Y,5.30197
917,S221715,2019-05-07 23:16:40,A,Y,GB,IN,90.36,455,1.05,Air,SC2,Y,5.08843
918,S221736,2019-10-14 19:36:20,A,Y,GB,IN,89.8498779,175,0.75,Air,SC3,Y,5.06007
919,S221737,2019-12-02 11:23:42,A,Y,GB,IN,92.35,59.2,0.9,Ocean,SC1,Y,29.74792
920,S222711,2019-04-12 08:25:21,A,Y,GB,IN,90.91,105,0.75,Air,SC3,Y,5.07998
921,S222715,2019-05-07 23:27:11,A,Y,GB,IN,90.41,455,0.75,Air,SC3,Y,5.2044
922,S222716,2019-05-13 12:40:20,A,Y,GB,IN,90.9,1500,0.9,Ocean,SC1,Y,20.28009
923,S222721,2019-06-17 11:03:24,A,Y,GB,IN,87.45,956,0.9,Ocean,SC1,Y,9.60694
924,S222726,2019-07-21 14:43:08,A,Y,GB,IN,85.72,600,0.75,Air,SC3,Y,5.036
925,S222736,2019-10-14 19:45:37,A,Y,GB,IN,89.45,120,0.9,Ocean,SC1,Y,23.23345
926,S222737,2019-12-02 12:20:22,A,Y,GB,IN,92.51,223,0.75,Air,SC3,Y,5.02778
927,S222738,2020-01-22 14:16:42,A,Y,GB,IN,92.6,1300,0.9,Ocean,SC1,Y,30.94931
928,S222739,2020-05-02 08:54:37,A,Y,GB,IN,93.2,650,1.05,Air,SC2,Y,5.23252
929,S223711,2019-04-12 08:34:44,A,Y,GB,IN,90.47,786,1.05,Air,SC2,Y,5.03368
930,S223737,2019-12-02 12:23:00,A,Y,GB,IN,92.14,1150,1.05,Air,SC2,Y,5.10012
931,S224715,2019-05-08 08:04:59,A,Y,GB,IN,89.94,168,0.75,Air,SC3,Y,5.32037
932,S224736,2019-10-14 22:50:13,A,Y,GB,IN,89.45,1124,0.9,Ocean,SC1,Y,14.51539
933,S225705,2019-03-04 08:45:12,A,Y,GB,IN,93.43,113,0.75,Air,SC3,Y,5.13403
934,S225737,2019-12-02 13:01:54,A,Y,GB,IN,91.91,100,0.9,Ocean,SC1,Y,10.42986
935,S225739,2020-05-02 12:47:13,A,Y,GB,IN,93.55,91.5,1.05,Air,SC2,Y,5.06701
936,S226705,2019-03-04 09:23:32,A,Y,GB,IN,93.28,115,0.9,Ocean,SC1,Y,28.91343
937,S226739,2020-05-02 13:22:29,A,Y,GB,IN,93.51,647,0.75,Air,SC3,Y,5.1081
938,S227720,2019-06-09 15:51:27,A,Y,GB,IN,88.74,1506,1.05,Air,SC2,Y,5.02465
939,S227737,2019-12-02 15:23:21,A,Y,GB,IN,92.35,175,0.9,Ocean,SC1,Y,11.41215
940,S227738,2020-01-22 17:10:16,A,Y,GB,IN,92.71,227,0.9,Ocean,SC1,Y,32.15463
941,S227739,2020-05-02 14:17:44,A,Y,GB,IN,93.55,283.5,0.75,Air,SC3,Y,5.15775
942,S228705,2019-03-04 09:27:31,A,Y,GB,IN,93.94,327,0.75,Air,SC3,Y,5.16713
943,S228714,2019-05-02 14:58:25,A,Y,GB,IN,89.8,749,0.9,Ocean,SC1,Y,31.239
944,S228720,2019-06-09 20:10:37,A,Y,GB,IN,87.61,860,0.9,Ocean,SC1,Y,23.40706
945,S228729,2019-08-08 12:38:20,A,Y,GB,IN,85.77,500,0.75,Air,SC3,Y,5.32326
946,S228736,2019-10-15 09:51:53,A,Y,GB,IN,89.85,228,0.9,Ocean,SC1,Y,29.1103
947,S228738,2020-01-22 17:13:45,A,Y,GB,IN,93.45,38,0.75,Air,SC3,Y,5.02477
948,S228739,2020-05-02 14:20:07,A,Y,GB,IN,93.55,220,1.05,Air,SC2,Y,5.40694
949,S229707,2019-03-16 16:50:39,A,Y,GB,IN,91.79,29,0.75,Air,SC3,Y,5.19259
950,S229720,2019-06-09 21:01:29,A,Y,GB,IN,88.62,290,0.75,Air,SC3,Y,5.29988
951,S229736,2019-10-15 09:53:25,A,Y,GB,IN,89.85,500,0.9,Ocean,SC1,Y,29.12095
952,S229737,2019-12-02 16:17:19,A,Y,GB,IN,92.56048075,200,0.75,Air,SC3,Y,5.10185
953,S229738,2020-01-22 18:28:15,A,Y,GB,IN,93.47,115,0.9,Ocean,SC1,Y,22.69618
954,S229739,2020-05-02 16:05:23,A,Y,GB,IN,93.55,217.5,0.75,Air,SC3,Y,5.07778
955,S230710,2019-04-06 09:44:23,A,Y,GB,IN,89.31,90,0.9,Ocean,SC1,Y,19.05822
956,S230715,2019-05-08 09:07:47,A,Y,GB,IN,89.76,120,0.9,Ocean,SC1,Y,8.80405
957,S230720,2019-06-09 21:56:00,A,Y,GB,IN,88.53,1718,1.05,Air,SC2,Y,5.06968
958,S230721,2019-06-17 11:24:06,A,Y,GB,IN,87.69,705,1.05,Air,SC2,Y,5.01956
959,S230725,2019-07-14 12:15:11,A,Y,GB,IN,85.85,1640,1.05,Air,SC2,Y,5.09352
960,S230738,2020-01-22 18:39:21,A,Y,GB,IN,93.51,505,0.75,Air,SC3,Y,5.01863
961,S230739,2020-05-02 16:11:10,A,Y,GB,IN,93.59,54,0.75,Air,SC3,Y,5.14329
962,S231709,2019-03-31 11:13:21,A,Y,GB,IN,89.93,383,0.75,Air,SC3,Y,5.42326
963,S231715,2019-05-08 09:10:48,A,Y,GB,IN,89.85,1225,0.9,Ocean,SC1,Y,28.825
964,S231720,2019-06-09 21:57:53,A,Y,GB,IN,88.05,1406,0.75,Air,SC3,Y,5.18634
965,S231727,2019-07-29 12:47:51,A,Y,GB,IN,84.25,124,1.05,Air,SC2,Y,5.30926
966,S231729,2019-08-08 12:40:46,A,Y,GB,IN,85.85,100,0.75,Air,SC3,Y,5.08472
967,S231736,2019-10-15 10:29:11,A,Y,GB,IN,89.9132,305,0.9,Ocean,SC1,Y,19.36933
968,S231737,2019-12-02 16:34:11,A,Y,GB,IN,92.35,300,0.9,Ocean,SC1,Y,11.90405
969,S232720,2019-06-09 22:01:16,A,Y,GB,IN,88.94,1426.5,0.75,Air,SC3,Y,5.17998
970,S232729,2019-08-08 12:42:22,A,Y,GB,IN,85.65873261,240,1.05,Air,SC2,Y,5.19317
971,S232736,2019-10-15 10:35:07,A,Y,GB,IN,89.9132,1106,0.9,Ocean,SC1,Y,19.41053
972,S232737,2019-12-02 16:38:50,A,Y,GB,IN,92.59,555,0.75,Air,SC3,Y,5.26366
973,S232738,2020-01-23 08:02:35,A,Y,GB,IN,93.68,305,0.9,Ocean,SC1,Y,8.35127
974,S232739,2020-05-02 17:11:06,A,Y,GB,IN,93.68,146,1.05,Air,SC2,Y,5.07384
975,S233710,2019-04-06 09:53:36,A,Y,GB,IN,89.75,1036,0.9,Ocean,SC1,Y,9.12222
976,S233712,2019-04-18 12:54:54,A,Y,GB,IN,89.9698,343,0.9,Ocean,SC1,Y,30.38125
977,S233720,2019-06-09 22:02:10,A,Y,GB,IN,88.24,1426.5,1.05,Air,SC2,Y,5.13009
978,S233737,2019-12-02 17:13:03,A,Y,GB,IN,92.41,300,0.75,Air,SC3,Y,5.39387
979,S233739,2020-05-02 17:30:25,A,Y,GB,IN,93.55,153.5,1.05,Air,SC2,Y,5.07488
980,S234709,2019-03-31 11:15:38,A,Y,GB,IN,89.69,100,0.75,Air,SC3,Y,5.30301
981,S234720,2019-06-09 22:06:44,A,Y,GB,IN,88.98,1142.4,0.75,Air,SC3,Y,5.1515
982,S234721,2019-06-17 11:34:01,A,Y,GB,IN,87.5633,180,0.9,Ocean,SC1,Y,29.81956
983,S234739,2020-05-02 17:31:10,A,Y,GB,IN,93.87,148.5,0.75,Air,SC3,Y,5.15266
984,S235711,2019-04-12 09:06:11,A,Y,GB,IN,89.65,1340,0.9,Ocean,SC1,Y,18.79294
985,S235720,2019-06-09 22:28:10,A,Y,GB,IN,88.75,1006,0.75,Air,SC3,Y,5.40532
